Sex;Age;Tenure;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder;Sale_MF
M;43;195;2;0;0;0;0;0;1815.52285714286;0;0;0;0;0;0.0653571428571429;0.0653571428571429;1;1;5.53571428571429;5.53571428571429;0;0;0;1;1;0;0;0;0
M;67;151;1;1;0;0;0;0;5021.99821428571;12591.4857142857;0;0;0;0;0.00142857142857143;0.000357142857142857;2;1;85.1071428571429;85.1071428571429;60.7142857142857;24.3928571428571;0;5;5;3;2;0;0
M;53;10;1;0;0;1;1;2;185.903214285714;0;0;0;0;9115.11285714286;6029.95535714286;3751.71535714286;63;48;5773.60107142857;3751.71535714286;0;101.346071428571;1696.06857142857;96;48;0;6;33;0
F;24;139;1;0;0;0;1;0;8846.82571428571;0;0;0;0.464285714285714;0;520.070714285714;490.291071428571;8;3;1111.11892857143;966.068928571429;278.571428571429;0;663.928571428571;34;25;11;0;6;0
M;47;92;1;0;0;0;0;0;2161.55321428571;0;0;0;0;0;2201.57714285714;2148.89857142857;12;11;2213.77357142857;2161.095;800;412.773571428571;887.607142857143;52;51;8;18;18;0
F;58;151;1;0;0;0;0;1;715.691071428571;0;0;0;0;3571.42857142857;1584.62928571429;1482.645;4;3;1490.65357142857;1482.33214285714;564.285714285714;0;515.035714285714;19;17;3;0;9;1
F;19;150;1;0;5;0;1;0;8.54035714285714;0;6667.97642857143;0;641.575357142857;0;3683.20107142857;3582.39;12;6;8534.41071428571;5232.78214285714;1785.71428571429;699.589285714286;3045.46428571429;57;42;10;11;23;0
M;42;181;1;0;0;0;0;0;930.311071428571;0;0;0;0;0;0.00178571428571429;0.00178571428571429;1;1;0;0;0;0;0;0;0;0;0;0;0
F;53;212;1;0;0;1;0;0;949.686428571429;0;0;97.9110714285714;0;0;485.715357142857;485.715357142857;5;5;729.555714285714;729.555714285714;35.7142857142857;518.155714285714;174.435714285714;37;37;1;32;3;1
M;30;150;3;1;3;0;0;0;1180.65928571429;10940.4303571429;35627.7096428572;0;0;0;911.808928571429;911.081428571429;3;2;833.567857142857;833.567857142857;357.142857142857;0;473.496428571429;11;11;1;0;9;1
F;64;11;1;2;1;0;0;0;460.577142857143;5136.29607142857;0;0;0;0;356.288571428571;352.109285714286;3;2;163.035714285714;163.035714285714;0;0;161.714285714286;3;3;0;0;2;0
F;69;192;1;0;0;1;0;0;950.4725;0;0;0;0;0;1108.3325;1001.69964285714;12;10;1366.97392857143;1170.95428571429;250;168.690714285714;642.237857142857;35;28;2;12;11;1
F;32;73;1;0;0;0;0;0;1175.755;0;0;0;0;0;771.468928571429;771.468928571429;3;3;673.892857142857;673.892857142857;392.857142857143;0;278.428571428571;11;11;4;0;4;0
M;49;150;1;1;3;0;1;0;395.426428571429;4474.93928571429;0;0;0.714285714285714;0;1372.66464285714;1370.84142857143;7;3;1035.60714285714;1034.17857142857;103.571428571429;69.5357142857143;856.75;14;12;1;6;3;1
F;53;0;1;0;0;0;0;0;1329.24392857143;0;0;0;0;0;1639.66285714286;1639.66285714286;3;3;1299.10714285714;1299.10714285714;0;60.3571428571429;1225;6;6;0;1;1;0
M;5;168;1;0;0;1;0;0;6722.32857142857;0;0;0;0;0;1235.32607142857;1235.32607142857;4;4;904.526785714286;904.526785714286;53.5714285714286;102.098214285714;338.714285714286;27;27;3;8;13;0
F;50;188;1;1;0;0;0;0;1181.87857142857;5443.61107142857;0;0;0;0;16.685;0.000357142857142857;2;1;0;0;0;0;0;0;0;0;0;0;1
M;38;181;1;0;0;0;0;0;825.451071428572;0;0;0;0;0;449.858214285714;449.858214285714;4;4;571.421428571429;571.421428571429;207.142857142857;190.957142857143;171.428571428571;25;25;5;15;2;1
F;46;102;1;2;0;0;0;0;956.656071428571;10861.7475;0;0;0;0;8.13214285714286;0.0714285714285714;4;2;1.63821428571429;1.63821428571429;0;0;0;1;1;0;0;0;0
F;52;115;1;0;0;0;0;0;1704.71178571429;0;0;0;0;0;535.716428571429;535.716428571429;3;3;556.364285714286;556.364285714286;125;358.042857142857;41.6785714285714;14;14;2;7;2;0
M;17;151;1;0;0;0;0;0;210.844642857143;0;0;0;0;0;458.970357142857;458.970357142857;2;2;486.649642857143;486.649642857143;364.285714285714;89.0957142857143;30.6610714285714;10;10;3;2;3;0
M;57;20;1;1;0;0;0;0;1401.13642857143;3779.00928571429;0;0;0;0;18518.5357142857;9673.50607142857;13;4;19754.6785714286;10301.1071428571;1642.85714285714;97.5357142857143;525;8;6;2;2;1;0
M;31;54;1;1;4;0;0;0;0.388214285714286;3845.99178571429;31884.5092857143;0;0;0;442.753214285714;442.219642857143;4;3;881.285714285714;881.285714285714;357.142857142857;0;519.75;6;6;1;0;4;1
M;73;40;1;0;0;0;0;1;237.475714285714;0;0;0;0;7142.85714285714;509.772142857143;359.179642857143;4;3;364.392857142857;361.571428571429;0;0;123.5;6;5;0;0;3;0
F;17;22;1;0;0;0;0;0;1780.25178571429;0;0;0;0;0;677.645714285714;677.645714285714;2;2;773.128571428571;773.128571428571;535.714285714286;32.15;0;25;25;12;3;0;1
F;33;61;1;1;0;0;0;0;2014.42678571429;36183.4335714286;0;0;0;0;547.9475;547.197857142857;4;3;329.285714285714;329.285714285714;0;0;329.071428571429;4;4;0;0;3;1
F;63;27;1;0;0;0;0;0;50;0;0;0;0;0;7.14392857142857;7.14392857142857;2;2;8.64285714285714;8.64285714285714;3.57142857142857;4.60714285714286;0;3;3;1;1;0;1
F;38;71;1;0;0;0;0;0;0;0;0;0;0;0;2227.93142857143;2227.93142857143;17;17;2113.27785714286;2113.27785714286;0;463.069642857143;1649.02964285714;24;24;0;4;19;0
M;29;14;1;0;0;0;0;0;663.843571428571;0;0;0;0;0;167.788214285714;167.788214285714;3;3;185.642857142857;185.642857142857;0;0;183.464285714286;2;2;0;0;1;0
M;78;58;1;0;1;0;0;0;814.456071428572;0;0;0;0;0;782.151785714286;782.151785714286;5;5;267.0575;267.0575;0;0;264.450357142857;8;8;0;0;7;0
M;24;25;1;0;0;1;0;0;1525.14142857143;0;0;0;0;0;178.573214285714;178.573214285714;2;2;218.241785714286;218.241785714286;28.5714285714286;90.0632142857143;99.6071428571429;20;20;4;14;2;0
M;5;113;1;0;64;0;0;0;4808.27107142857;0;32990.4460714286;0;0;0;1226.22678571429;1226.22678571429;5;5;804.98;804.98;278.571428571429;451.818571428571;72.7328571428572;24;24;1;15;6;1
F;63;47;1;0;0;0;0;0;1023.33642857143;0;0;0;0;0;892.861428571429;892.861428571429;3;3;564.7675;564.7675;225;338.5175;0;34;34;6;27;0;0
F;52;31;1;1;1;0;0;0;4446.79464285714;1253.66071428571;33004.4614285714;0;0;0;528.929285714286;526.313571428571;3;2;325.985714285714;325.985714285714;0;102.092857142857;222.821428571429;11;11;0;2;8;1
F;54;12;1;0;0;0;0;0;2663.13785714286;0;0;0;0;0;684.036785714286;684.036785714286;2;2;674.382142857143;674.382142857143;0;0;142.857142857143;3;3;0;0;1;0
M;30;58;1;0;0;0;0;0;192.776071428571;0;0;0;0;0;0.00714285714285714;0.00714285714285714;1;1;445.25;445.25;428.571428571429;12.4285714285714;0;15;15;9;1;0;0
F;64;179;1;0;0;1;0;0;57.6003571428571;0;0;192.014285714286;0;0;886.612142857143;886.612142857143;2;2;896.010714285714;896.010714285714;0;0;566.678571428572;9;9;0;0;7;0
F;10;32;1;0;0;0;1;1;865.481428571429;0;0;0;0.928571428571429;625.626071428571;1029.36321428571;876.215714285714;10;4;987.664642857143;874.218214285714;392.857142857143;199.843214285714;175.142857142857;36;22;1;13;10;0
M;43;136;1;0;0;0;0;0;730.9875;0;0;0;0;0;428.574285714286;428.574285714286;2;2;411.7575;411.7575;242.857142857143;152.793214285714;10.7142857142857;25;25;7;13;1;0
M;43;152;1;0;0;0;0;0;3274.0575;0;0;0;0;0;421.681428571429;421.681428571429;2;2;461.928571428572;461.928571428572;232.142857142857;0;226.964285714286;6;6;1;0;4;0
M;40;150;1;0;0;0;0;0;2032.23285714286;0;0;0;0;0;482.148214285714;482.148214285714;3;3;618.464285714286;618.464285714286;285.714285714286;0;330.464285714286;7;7;2;0;4;0
M;39;160;1;0;0;0;0;0;227.262142857143;0;0;0;0;0;1500.00571428571;1500.00571428571;6;6;1355.94642857143;1355.94642857143;35.7142857142857;584.410714285714;732.428571428572;38;38;1;29;7;1
F;21;151;1;0;2;1;0;0;2815.48678571429;0;0;0;0;0;1101.99392857143;910.416071428572;15;13;1190.87607142857;947.853928571429;96.4285714285714;308.261071428571;349.943571428571;33;23;6;11;3;1
F;29;172;1;0;0;0;0;0;393.412857142857;0;0;0;0;0;1448.2725;1448.2725;3;3;1754.99285714286;1754.99285714286;767.857142857143;337.457142857143;645.75;34;34;4;12;17;0
M;58;25;1;0;0;0;0;0;6586.22285714286;0;0;0;0;0;26.7860714285714;26.7860714285714;2;2;42.6785714285714;42.6785714285714;35.7142857142857;6.96428571428571;0;5;5;4;1;0;0
F;51;25;1;0;0;1;1;0;269.368571428571;0;0;0;619.285714285714;0;1886.71392857143;1297.77;20;14;1849.31357142857;1297.77;60.7142857142857;78.5642857142857;576;32;19;3;3;8;0
F;26;150;1;1;4;1;0;0;56.6278571428572;0.4475;263.953214285714;255.485357142857;0;0;1321.22607142857;1142.61107142857;4;2;1054.85714285714;1054.85714285714;203.571428571429;0;846.928571428571;20;20;3;0;16;0
M;58;32;1;0;0;0;0;0;1391.6125;0;0;0;0;0;0.00178571428571429;0.00178571428571429;1;1;136.642857142857;136.642857142857;0;0;134.25;3;3;0;0;2;0
F;42;151;1;0;0;0;1;0;809.976071428572;0;0;0;325.645714285714;0;18.2992857142857;0.00107142857142857;4;1;5.92857142857143;3.57142857142857;0;0;0;6;2;0;0;0;0
F;61;151;1;0;0;1;0;0;1.14928571428571;0;0;139.662142857143;0;0;91.2442857142857;57.5328571428572;6;4;86.4942857142857;57.5328571428572;0;0;21.4285714285714;7;4;0;0;1;0
M;39;16;1;0;0;1;0;0;2739.56392857143;0;0;0;0;0;732.040714285714;732.040714285714;3;3;1914.34071428571;1914.34071428571;1107.14285714286;299.269642857143;502.285357142857;28;28;5;9;9;0
F;56;77;1;0;0;0;0;0;1243.50571428571;0;0;0;0;0;760.966428571429;760.966428571429;3;3;713.569642857143;713.569642857143;357.142857142857;114.9625;228.25;14;14;3;4;4;0
F;67;68;1;0;0;1;0;1;3364.94678571429;0;0;0;0;533.218928571429;3456.74892857143;2224.06678571429;19;14;3242.41892857143;2116.92392857143;725;0;21.5;24;12;4;0;2;0
F;28;151;1;0;0;0;0;0;765.9475;0;0;0;0;0;1357.1475;1357.1475;4;4;2039.23321428571;2039.23321428571;1821.42857142857;88.2689285714286;117.357142857143;32;32;21;7;1;0
M;58;63;1;0;0;0;0;1;2.02107142857143;0;0;0;0;883.744642857143;303.3575;214.291428571429;3;2;193.642857142857;188.035714285714;0;0;88.5714285714286;6;4;0;0;2;0
F;49;92;1;0;0;0;0;0;4781.01107142857;0;0;0;0;0;1145.61928571429;1145.61928571429;2;2;1598.84571428571;1598.84571428571;567.857142857143;603.988571428571;427;19;19;2;12;5;1
F;57;40;1;1;7;0;0;0;4.02535714285714;16272.2021428571;2510.75285714286;0;0;0;330.723571428571;330.723214285714;5;4;129.821428571429;129.821428571429;0;28.5714285714286;101.035714285714;4;4;0;2;1;0
M;44;102;1;1;0;1;1;0;0;14811.9810714286;0;0;-1.42857142857143;0;1993.03035714286;1990.64785714286;8;3;2176.45428571429;2174.09714285714;35.7142857142857;1039.61142857143;362.928571428571;43;39;1;24;7;0
M;57;65;1;0;0;0;0;0;445.671428571429;0;0;0;0;0;0.00535714285714286;0.00535714285714286;1;1;0.005;0.005;0;0;0.005;1;1;0;0;1;0
M;35;232;1;1;0;1;0;0;2538.38678571429;5734.54714285714;0;0;0;0;1007.14785714286;1007.1475;6;5;1474.92107142857;1474.92107142857;0;428.288928571429;558.678571428572;39;39;0;21;15;0
M;30;30;1;0;2;0;0;0;47.5732142857143;0;2648.90535714286;0;0;0;842.862857142857;842.862857142857;3;3;1720.37642857143;1720.37642857143;392.857142857143;972.447857142857;293.571428571429;34;34;1;22;7;0
F;64;39;1;0;0;1;0;0;193.176428571429;0;0;710.762142857143;0;0;681.654285714286;668.421785714286;6;3;599.652857142857;586.427142857143;357.142857142857;0;215.642857142857;11;9;3;0;3;0
M;39;150;1;1;0;1;0;0;168.187857142857;2.15178571428571;0;0;0;0;1824.77285714286;1803.78142857143;6;5;1115.28571428571;1115.28571428571;0;0;1115.28571428571;7;7;0;0;7;0
F;36;150;1;0;0;1;0;0;0;0;0;0;0;0;86.4185714285714;84.3967857142857;7;6;161.650714285714;77.2539285714286;35.7142857142857;34.7321428571429;3.53571428571429;13;7;1;3;1;1
M;42;169;1;0;0;0;0;0;1.48071428571429;0;0;0;0;0;459.799642857143;459.799642857143;2;2;1142.62857142857;1142.62857142857;0;164.092857142857;975.142857142857;9;9;0;3;5;0
M;69;12;1;0;0;1;0;0;4552.88964285714;0;0;482.612857142857;0;0;574.900357142857;502.943214285714;11;9;743.863571428571;489.4925;89.2857142857143;169.778571428571;157.006785714286;20;14;3;3;4;0
M;28;123;2;0;0;1;0;0;562.201785714286;0;0;0;0;0;835.731071428572;691.866785714286;14;10;550.9125;485.166071428571;74.2814285714286;170.6275;95.2142857142857;38;32;4;18;1;1
F;22;23;1;1;0;0;0;0;16.6710714285714;23252.4435714286;0;0;0;0;1161.25357142857;1140.31785714286;5;4;1777.89714285714;1777.89714285714;178.571428571429;771.650714285714;686.160714285714;41;41;2;27;9;0
M;50;150;1;1;4;0;0;0;1189.3225;8771.73357142857;28004.9075;0;0;0;1441.38214285714;515.510714285714;17;8;1421.70214285714;1392.51071428571;214.285714285714;105.925;35.7142857142857;21;12;2;4;1;0
M;61;33;1;1;2;0;0;0;865.682857142857;92884.3296428571;0;0;0;0;2363.57785714286;2357.14892857143;4;2;2875.39285714286;518.25;0;380.75;137.5;6;5;0;4;1;0
M;65;103;2;0;0;1;1;0;84.3064285714286;0;0;0;1053.80285714286;0;1975.9375;1317.10142857143;23;17;2021.67428571429;1317.10142857143;250;287.741785714286;433.571428571429;64;27;7;27;6;0
M;47;44;1;0;0;0;1;0;5645.11392857143;0;0;0;1044.14357142857;0;3232.98142857143;3232.265;6;4;2387.4;2385.97142857143;0;0;2132.82142857143;13;11;0;0;8;1
M;59;88;1;0;0;0;0;0;0;0;0;0;0;0;5837.14535714286;5837.14535714286;10;10;6606.60714285714;6606.60714285714;0;0;6602.35714285714;19;19;0;0;18;0
M;62;151;1;1;0;0;0;0;80.6242857142857;313.473571428571;0;0;0;0;302.159285714286;301.297857142857;3;2;282.970714285714;282.970714285714;35.7142857142857;30.6135714285714;214.464285714286;7;7;1;4;1;0
M;35;157;1;1;0;0;0;0;347.365714285714;29191.295;0;0;0;0;460.918928571429;459.836785714286;4;3;460.621071428571;460.621071428571;321.428571428571;35.9782142857143;100.928571428571;8;8;2;1;4;1
F;67;14;1;1;0;0;0;0;130.8475;24933.4532142857;0;0;0;0;1348.79035714286;1169.68071428571;5;3;984.829285714286;984.829285714286;114.285714285714;377.936428571429;310.642857142857;25;25;2;19;2;0
M;29;212;1;1;1;0;1;0;1083.52214285714;0.799642857142857;14285.7142857143;0;305.677142857143;0;16623.3339285714;9339.43285714286;15;7;8674.82535714286;8642.13857142857;135.714285714286;32.4285714285714;1230.28571428571;17;15;2;1;8;0
M;35;181;1;0;0;1;0;1;943.8375;0;0;0;0;2515.41928571429;4093.22642857143;2704.87428571429;23;17;4105.46285714286;2704.87428571429;0;165.994285714286;452.678571428571;36;21;0;9;3;1
F;74;9;1;1;0;1;1;0;28.5357142857143;1085.20857142857;0;0;110.021071428571;0;4668.53285714286;2989.72964285714;10;5;3182.86035714286;2925.655;35.7142857142857;257.205357142857;924.571428571429;29;16;1;13;10;0
F;5;96;1;0;0;1;1;0;30.4675;0;0;218.234285714286;276.15;0;0.719642857142857;0.00535714285714286;2;1;1.42857142857143;0;0;0;0;2;0;0;0;0;0
M;58;28;1;2;17;1;1;0;0;7143.0425;0;0;0;0;8403.02535714286;8298.76928571429;16;9;9704.47071428571;9485.2275;357.142857142857;341.823214285714;5161.46428571429;46;33;1;13;24;1
M;34;132;1;0;0;0;0;0;2509.53142857143;0;0;0;0;0;1627.37571428571;1627.37571428571;3;3;2374.14821428571;2374.14821428571;989.285714285714;963.826785714286;416.857142857143;49;49;3;30;13;1
F;29;26;1;0;0;1;0;0;5577.35714285714;0;0;0;0;0;0.0139285714285714;0.0139285714285714;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;48;62;1;0;0;1;0;1;0;0;0;0;0;887.375;1266.73571428571;1182.68107142857;5;4;816.788928571429;814.681785714286;285.714285714286;73.1817857142857;270.178571428571;17;16;1;2;11;0
M;40;174;1;1;2;0;0;0;3764.53928571429;7812.51285714286;169.674642857143;0;0;0;493.24;484.598571428572;4;2;180.7225;180.7225;0;0;180.7225;2;2;0;0;2;0
F;37;152;1;1;0;0;0;0;1249.70964285714;0.00142857142857143;0;0;0;0;7.39785714285714;0.0025;3;1;0.288928571428571;0;0;0;0;1;0;0;0;0;0
F;39;129;1;0;0;0;0;0;1607.27571428571;0;0;0;0;0;5226.25785714286;5226.25785714286;5;5;4476.52785714286;4476.52785714286;0;343.920714285714;4129.78571428572;26;26;0;16;9;0
M;44;190;1;1;0;0;0;0;272.125714285714;12752.7275;0;0;0;0;46.5214285714286;0;2;0;0;0;0;0;0;0;0;0;0;0;0
M;30;227;1;0;2;0;0;0;1604.26642857143;0;4107.86035714286;0;0;0;2108.43535714286;2108.43535714286;2;2;2152.14285714286;2152.14285714286;0;0;2148.75;4;4;0;0;3;0
M;21;94;1;0;0;1;0;0;488.459642857143;0;0;0;0;0;179.445357142857;105.536071428571;4;2;76.0878571428572;76.0878571428572;0;0;0;3;3;0;0;0;0
F;61;173;1;0;2;0;0;0;61.7667857142857;0;34387.5835714286;0;0;0;1064.19;1064.19;3;3;817.462142857143;817.462142857143;660.714285714286;41.355;115.178571428571;17;17;3;5;8;0
M;22;178;1;0;0;0;0;0;389.45;0;0;0;0;0;0.00464285714285714;0.00464285714285714;1;1;691.642857142857;691.642857142857;232.142857142857;76.1428571428571;372.642857142857;15;15;2;10;2;0
F;65;150;1;0;0;0;0;0;339.819285714286;0;0;0;0;0;233.928571428571;233.928571428571;2;2;233.535714285714;233.535714285714;0;0;231.571428571429;3;3;0;0;2;0
M;26;173;2;0;0;1;0;0;592.087857142857;0;0;0;0;0;3521.71357142857;2347.99964285714;21;16;3537.99892857143;2347.99964285714;142.857142857143;0;957.142857142857;26;15;2;0;3;1
F;31;81;1;2;0;0;0;0;41.8617857142857;47652.5510714286;0;0;0;0;507.313928571429;44.6467857142857;4;2;92.8571428571429;92.8571428571429;92.8571428571429;0;0;1;1;1;0;0;0
M;51;82;1;1;0;0;1;0;2623.82642857143;2457.83714285714;0;0;-7.73821428571429;0;1271.53892857143;1265.97178571429;9;4;1385.41785714286;1383.06071428571;0;64.6071428571429;560.357142857143;13;9;0;3;2;0
M;1;31;1;0;0;1;0;0;89.25;0;0;0;0;0;592.828214285714;592.828214285714;2;2;885.978571428572;885.978571428572;535.714285714286;140.728571428571;23.6428571428571;9;9;1;4;1;0
F;81;234;1;0;0;0;0;0;736.943571428571;0;0;0;0;0;714.389642857143;714.389642857143;2;2;667.607142857143;667.607142857143;357.142857142857;310.464285714286;0;3;3;1;2;0;1
F;87;196;1;1;4;0;0;0;2238.09178571429;9665.43357142857;194.285714285714;0;0;0;5.11285714285714;4.67464285714286;3;2;6576.50714285714;6576.50714285714;6428.57142857143;147.935714285714;0;15;15;9;6;0;0
M;57;123;1;0;4;0;0;0;2204.21857142857;0;181931.547142857;0;0;0;806.5025;806.5025;2;2;790.107142857143;790.107142857143;357.142857142857;132.464285714286;296.428571428571;21;21;6;6;4;1
M;56;20;1;1;0;0;0;0;135.363571428571;0.17;0;0;0;0;0.265;0.00107142857142857;2;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;1
M;63;144;1;0;0;0;0;0;14.2978571428571;0;0;0;0;0;517.896428571429;517.896428571429;3;3;173.071428571429;173.071428571429;0;0;168.178571428571;5;5;0;0;3;0
M;45;4;1;0;0;1;0;0;484.390357142857;0;0;0;0;0;948.273214285714;888.968571428572;12;10;898.836071428572;839.560714285714;42.8571428571429;32.4703571428571;704.5;17;15;3;3;5;0
F;7;152;1;1;0;0;1;0;2164.63285714286;14.3282142857143;0;0;482.975;0;2443.78285714286;1799.69964285714;18;4;2560.15857142857;1928.3075;0;698.518571428572;1271.06857142857;36;15;0;13;9;1
F;21;39;1;0;0;1;0;0;15377.3539285714;0;0;0;0;0;3536.47642857143;2726.86821428571;31;26;3563.44964285714;2728.29678571429;321.428571428571;403.420714285714;713.185714285714;60;41;5;16;12;0
M;39;100;1;1;0;0;0;0;43.1442857142857;6007.7925;0;0;0;0;17.5553571428571;0;1;0;0;0;0;0;0;0;0;0;0;0;0
F;42;42;1;1;0;1;0;0;757.75;0;0;274.943928571429;0;0;1029.98428571429;1029.7225;4;3;1062.5;1062.5;535.714285714286;119.035714285714;407.75;7;7;1;2;4;0
F;51;32;1;0;0;0;0;0;1107.67785714286;0;0;0;0;0;0.0725;0.0710714285714286;5;1;1128.25142857143;1128.25;0;0;53.5714285714286;7;3;0;0;1;0
F;67;56;1;1;0;0;0;0;378.888928571429;882.233571428572;0;0;0;0;359.978571428571;357.144285714286;3;2;495.328928571429;138.186071428571;71.4285714285714;64.7932142857143;357.142857142857;10;9;1;7;1;0
F;8;56;1;0;0;0;0;0;0;0;0;0;0;0;419.012857142857;419.012857142857;3;3;310.850357142857;310.695;303.694642857143;0;0;6;5;3;0;0;0
M;59;101;1;0;1;0;0;0;13806.5692857143;0;25462.5617857143;0;0;0;545.716071428571;545.716071428571;4;4;734.357142857143;734.357142857143;0;0;729.714285714286;26;26;0;0;25;0
F;88;110;1;0;0;0;0;0;13.9292857142857;0;0;0;0;0;571.930357142857;571.930357142857;3;3;237.672142857143;237.672142857143;50;39.4571428571429;148.215;15;15;4;9;2;0
M;19;128;1;1;0;0;0;0;858.955;11615.655;0;0;0;0;641.390714285714;641.390714285714;2;2;346.25;346.25;0;0;343.428571428571;5;5;0;0;4;0
M;4;261;1;0;0;0;0;0;47.9646428571429;0;0;0;0;0;350.791071428571;350.791071428571;2;2;291.832142857143;291.832142857143;0;0;0;2;2;0;0;0;0
M;73;116;1;2;1;1;1;0;2588.83821428571;16144.0021428571;733.068571428571;8.445;1.17857142857143;0;372.665357142857;369.831428571429;8;3;438.571428571429;436.214285714286;357.142857142857;0;74.2857142857143;13;9;2;0;5;1
F;36;131;1;0;0;0;0;0;27.865;0;0;0;0;0;6104.85535714286;6104.85535714286;3;3;1702.07142857143;1702.07142857143;267.857142857143;0;1428.57142857143;10;10;3;0;1;1
F;16;57;1;1;3;0;0;0;2730.12142857143;0;761235.504285714;0;0;0;8.30428571428572;0;1;0;0;0;0;0;0;0;0;0;0;0;0
F;39;71;1;2;0;0;0;0;0;28.6582142857143;0;0;0;0;2622.00714285714;2608.21785714286;4;3;2848.21785714286;2848.21785714286;714.285714285714;841.075;1290.35714285714;16;16;3;3;8;0
M;37;26;1;0;0;0;0;0;0.506428571428572;0;0;0;0;0;607.393214285714;607.393214285714;2;2;166.964285714286;166.964285714286;142.857142857143;0;21.4285714285714;5;5;2;0;1;0
F;3;149;1;1;11;0;0;0;684.281428571429;4557.6075;1146.4175;0;0;0;1152.68285714286;866.500714285714;5;3;1043.53571428571;1043.53571428571;742.857142857143;0;297.928571428571;22;22;12;0;2;0
F;55;101;1;0;0;0;0;0;2052.3625;0;0;0;0;0;428.571785714286;428.571785714286;3;3;437.478928571429;437.478928571429;357.142857142857;78.1575;0;7;7;3;2;0;1
M;43;165;1;2;3;0;0;0;20.9664285714286;12881.3710714286;20469.94;0;0;0;1505.41928571429;1499.40285714286;3;2;699.315357142857;699.315357142857;285.714285714286;281.458214285714;132.142857142857;13;13;1;10;2;0
M;57;51;1;0;0;0;0;0;1146.87964285714;0;0;0;0;0;513.359285714286;513.359285714286;3;3;496.74;496.74;0;0;119.218571428571;7;7;0;0;5;1
F;43;57;2;0;0;0;0;0;338.589642857143;0;0;0;0;0;2610.36;2610.36;5;5;1199.0325;1199.0325;22.5571428571429;180.327142857143;988.535714285714;20;20;1;8;9;0
F;39;133;1;0;0;0;0;0;396.308214285714;0;0;0;0;0;1071.42892857143;1071.42892857143;3;3;908.275;908.275;0;10.7857142857143;0;5;5;0;3;0;0
F;41;216;1;0;0;0;0;0;225.860714285714;0;0;0;0;0;1500.005;1500.005;3;3;1667.93928571429;1667.93928571429;142.857142857143;252.975;1264.92857142857;38;38;2;14;19;0
M;32;126;1;0;0;1;0;0;641.129642857143;0;0;0;0;0;1092.63285714286;930.532142857143;13;10;1142.71392857143;980.646785714286;71.4285714285714;120.392857142857;567.010357142857;31;25;2;9;9;0
F;15;54;1;0;0;1;0;0;2889.78178571429;0;0;0;0;0;1581.50928571429;1581.50928571429;5;5;1457.84821428571;1457.84821428571;292.857142857143;443.3125;712.535714285714;65;65;10;27;21;1
F;34;40;1;1;0;0;0;1;0.00214285714285714;114458.456785714;0;0;0;117.653928571429;1028.265;927.135714285714;5;3;754.782142857143;754.782142857143;232.142857142857;182;16.9642857142857;12;12;4;3;1;0
M;51;102;1;1;0;0;0;0;64.7428571428572;1841.06214285714;0;0;0;0;1664.44321428571;1659.095;3;2;28.6785714285714;28.6785714285714;0;0;26.2857142857143;3;3;0;0;2;0
M;34;80;1;0;0;0;0;0;345.335357142857;0;0;0;0;0;60.7171428571429;60.7171428571429;2;2;0.892857142857143;0.892857142857143;0;0;0;1;1;0;0;0;1
F;71;168;1;1;1;0;1;0;238.227857142857;391.998571428571;4718.12607142857;0;0;0;1846.16464285714;1677.87785714286;15;8;1764.9275;1523.73821428571;496.428571428571;676.534642857143;479.321428571429;46;40;4;24;12;0
F;21;149;1;0;6;0;0;0;198.879642857143;0;125.125714285714;0;0;0;370.147142857143;370.147142857143;5;5;518.810714285714;126.882142857143;71.4285714285714;55.4535714285714;0;10;6;2;4;0;0
F;63;138;1;0;0;0;0;0;403.442142857143;0;0;0;0;0;213.380714285714;213.380714285714;3;3;379.392857142857;379.392857142857;0;0;267.714285714286;5;5;0;0;3;0
M;34;64;3;0;0;0;0;0;191.126071428571;0;0;0;0;0;992.287142857143;992.287142857143;3;3;959.5;959.5;789.285714285714;23.3928571428571;138.035714285714;38;38;16;3;4;0
M;26;25;1;0;0;0;0;0;683.571428571429;0;0;0;0;0;5259.26;5259.26;2;2;8651.025;8651.025;214.285714285714;94.0964285714286;8337.53571428571;16;16;2;3;8;0
F;26;150;1;0;0;0;0;0;111.126785714286;0;0;0;0;0;396.073571428571;396.073571428571;3;3;704.942857142857;704.942857142857;0;369.707142857143;0;4;4;0;1;0;0
F;51;48;1;0;0;1;0;1;3551.87821428571;0;0;0;0;1985.37285714286;999.0375;683.748571428571;8;5;948.711428571429;683.748571428571;346.428571428571;0;0;10;5;1;0;0;0
M;50;67;1;0;0;1;0;0;113.409285714286;0;0;350.113571428571;0;0;860.505;860.505;3;3;871.160714285714;871.160714285714;521.428571428571;278.732142857143;67.3928571428571;29;29;6;16;5;0
